62751,62500,62249,61998,61747,61496,61245,60994,60743,60492,60241,59990,59739,59488,59237,58986,58735,58484,58233,57982,57731,57480,57229,56978,56727,56476,56225,55974,55723,55472,55221,54970,54719,54468,54217,53966,53715,53464,53213,52962,52711,52460,52209,51958,51707,51456,51205,50954,50703,50452,50201,49950,49699,49448,49197,48946,48695,48444,48193,47942,47691,47440,47189,46938,46687,46436,46185,45934,45683,45432,45181,44930,44679,44428,44177,43926,43675,43424,43173,42922,42671,42420,42169,41918,41667,41416,41165,40914,40663,40412,40161,39910,39659,39408,39157,38906,38655,38404,38153,37902,37651,37400,37149,36898,36647,36396,36145,35894,35643,35392,35141,34890,34639,34388,34137,33886,33635,33384,33133,32882,32631,32380,32129,31878,31627,31376,31125,30874,30623,30372,30121,29870,29619,29368,29117,28866,28615,28364,28113,27862,27611,27360,27109,26858,26607,26356,26105,25854,25603,25352,25101,24850,24599,24348,24097,23846,23595,23344,23093,22842,22591,22340,22089,21838,21587,21336,21085,20834,20583,20332,20081,19830,19579,19328,19077,18826,18575,18324,18073,17822,17571,17320,17069,16818,16567,16316,16065,15814,15563,15312,15061,14810,14559,14308,14057,13806,13555,13304,13053,12802,12551,12300,12049,11798,11547,11296,11045,10794,10543,10292,10041,9790,9539,9288,9037,8786,8535,8284,8033,7782,7531,7280,7029,6778,6527,6276,6025,5774,5523,5272,5021,4770,4519,4268,4017,3766,3515,3264,3013,2762,2511,2260,2009,1758,1507,1256,1005,754,503,252,1
62752,62501,62250,61999,61748,61497,61246,60995,60744,60493,60242,59991,59740,59489,59238,58987,58736,58485,58234,57983,57732,57481,57230,56979,56728,56477,56226,55975,55724,55473,55222,54971,54720,54469,54218,53967,53716,53465,53214,52963,52712,52461,52210,51959,51708,51457,51206,50955,50704,50453,50202,49951,49700,49449,49198,48947,48696,48445,48194,47943,47692,47441,47190,46939,46688,46437,46186,45935,45684,45433,45182,44931,44680,44429,44178,43927,43676,43425,43174,42923,42672,42421,42170,41919,41668,41417,41166,40915,40664,40413,40162,39911,39660,39409,39158,38907,38656,38405,38154,37903,37652,37401,37150,36899,36648,36397,36146,35895,35644,35393,35142,34891,34640,34389,34138,33887,33636,33385,33134,32883,32632,32381,32130,31879,31628,31377,31126,30875,30624,30373,30122,29871,29620,29369,29118,28867,28616,28365,28114,27863,27612,27361,27110,26859,26608,26357,26106,25855,25604,25353,25102,24851,24600,24349,24098,23847,23596,23345,23094,22843,22592,22341,22090,21839,21588,21337,21086,20835,20584,20333,20082,19831,19580,19329,19078,18827,18576,18325,18074,17823,17572,17321,17070,16819,16568,16317,16066,15815,15564,15313,15062,14811,14560,14309,14058,13807,13556,13305,13054,12803,12552,12301,12050,11799,11548,11297,11046,10795,10544,10293,10042,9791,9540,9289,9038,8787,8536,8285,8034,7783,7532,7281,7030,6779,6528,6277,6026,5775,5524,5273,5022,4771,4520,4269,4018,3767,3516,3265,3014,2763,2512,2261,2010,1759,1508,1257,1006,755,504,253,2
62753,62502,62251,62000,61749,61498,61247,60996,60745,60494,60243,59992,59741,59490,59239,58988,58737,58486,58235,57984,57733,57482,57231,56980,56729,56478,56227,55976,55725,55474,55223,54972,54721,54470,54219,53968,53717,53466,53215,52964,52713,52462,52211,51960,51709,51458,51207,50956,50705,50454,50203,49952,49701,49450,49199,48948,48697,48446,48195,47944,47693,47442,47191,46940,46689,46438,46187,45936,45685,45434,45183,44932,44681,44430,44179,43928,43677,43426,43175,42924,42673,42422,42171,41920,41669,41418,41167,40916,40665,40414,40163,39912,39661,39410,39159,38908,38657,38406,38155,37904,37653,37402,37151,36900,36649,36398,36147,35896,35645,35394,35143,34892,34641,34390,34139,33888,33637,33386,33135,32884,32633,32382,32131,31880,31629,31378,31127,30876,30625,30374,30123,29872,29621,29370,29119,28868,28617,28366,28115,27864,27613,27362,27111,26860,26609,26358,26107,25856,25605,25354,25103,24852,24601,24350,24099,23848,23597,23346,23095,22844,22593,22342,22091,21840,21589,21338,21087,20836,20585,20334,20083,19832,19581,19330,19079,18828,18577,18326,18075,17824,17573,17322,17071,16820,16569,16318,16067,15816,15565,15314,15063,14812,14561,14310,14059,13808,13557,13306,13055,12804,12553,12302,12051,11800,11549,11298,11047,10796,10545,10294,10043,9792,9541,9290,9039,8788,8537,8286,8035,7784,7533,7282,7031,6780,6529,6278,6027,5776,5525,5274,5023,4772,4521,4270,4019,3768,3517,3266,3015,2764,2513,2262,2011,1760,1509,1258,1007,756,505,254,3
62754,62503,62252,62001,61750,61499,61248,60997,60746,60495,60244,59993,59742,59491,59240,58989,58738,58487,58236,57985,57734,57483,57232,56981,56730,56479,56228,55977,55726,55475,55224,54973,54722,54471,54220,53969,53718,53467,53216,52965,52714,52463,52212,51961,51710,51459,51208,50957,50706,50455,50204,49953,49702,49451,49200,48949,48698,48447,48196,47945,47694,47443,47192,46941,46690,46439,46188,45937,45686,45435,45184,44933,44682,44431,44180,43929,43678,43427,43176,42925,42674,42423,42172,41921,41670,41419,41168,40917,40666,40415,40164,39913,39662,39411,39160,38909,38658,38407,38156,37905,37654,37403,37152,36901,36650,36399,36148,35897,35646,35395,35144,34893,34642,34391,34140,33889,33638,33387,33136,32885,32634,32383,32132,31881,31630,31379,31128,30877,30626,30375,30124,29873,29622,29371,29120,28869,28618,28367,28116,27865,27614,27363,27112,26861,26610,26359,26108,25857,25606,25355,25104,24853,24602,24351,24100,23849,23598,23347,23096,22845,22594,22343,22092,21841,21590,21339,21088,20837,20586,20335,20084,19833,19582,19331,19080,18829,18578,18327,18076,17825,17574,17323,17072,16821,16570,16319,16068,15817,15566,15315,15064,14813,14562,14311,14060,13809,13558,13307,13056,12805,12554,12303,12052,11801,11550,11299,11048,10797,10546,10295,10044,9793,9542,9291,9040,8789,8538,8287,8036,7785,7534,7283,7032,6781,6530,6279,6028,5777,5526,5275,5024,4773,4522,4271,4020,3769,3518,3267,3016,2765,2514,2263,2012,1761,1510,1259,1008,757,506,255,4
62755,62504,62253,62002,61751,61500,61249,60998,60747,60496,60245,59994,59743,59492,59241,58990,58739,58488,58237,57986,57735,57484,57233,56982,56731,56480,56229,55978,55727,55476,55225,54974,54723,54472,54221,53970,53719,53468,53217,52966,52715,52464,52213,51962,51711,51460,51209,50958,50707,50456,50205,49954,49703,49452,49201,48950,48699,48448,48197,47946,47695,47444,47193,46942,46691,46440,46189,45938,45687,45436,45185,44934,44683,44432,44181,43930,43679,43428,43177,42926,42675,42424,42173,41922,41671,41420,41169,40918,40667,40416,40165,39914,39663,39412,39161,38910,38659,38408,38157,37906,37655,37404,37153,36902,36651,36400,36149,35898,35647,35396,35145,34894,34643,34392,34141,33890,33639,33388,33137,32886,32635,32384,32133,31882,31631,31380,31129,30878,30627,30376,30125,29874,29623,29372,29121,28870,28619,28368,28117,27866,27615,27364,27113,26862,26611,26360,26109,25858,25607,25356,25105,24854,24603,24352,24101,23850,23599,23348,23097,22846,22595,22344,22093,21842,21591,21340,21089,20838,20587,20336,20085,19834,19583,19332,19081,18830,18579,18328,18077,17826,17575,17324,17073,16822,16571,16320,16069,15818,15567,15316,15065,14814,14563,14312,14061,13810,13559,13308,13057,12806,12555,12304,12053,11802,11551,11300,11049,10798,10547,10296,10045,9794,9543,9292,9041,8790,8539,8288,8037,7786,7535,7284,7033,6782,6531,6280,6029,5778,5527,5276,5025,4774,4523,4272,4021,3770,3519,3268,3017,2766,2515,2264,2013,1762,1511,1260,1009,758,507,256,5
62756,62505,62254,62003,61752,61501,61250,60999,60748,60497,60246,59995,59744,59493,59242,58991,58740,58489,58238,57987,57736,57485,57234,56983,56732,56481,56230,55979,55728,55477,55226,54975,54724,54473,54222,53971,53720,53469,53218,52967,52716,52465,52214,51963,51712,51461,51210,50959,50708,50457,50206,49955,49704,49453,49202,48951,48700,48449,48198,47947,47696,47445,47194,46943,46692,46441,46190,45939,45688,45437,45186,44935,44684,44433,44182,43931,43680,43429,43178,42927,42676,42425,42174,41923,41672,41421,41170,40919,40668,40417,40166,39915,39664,39413,39162,38911,38660,38409,38158,37907,37656,37405,37154,36903,36652,36401,36150,35899,35648,35397,35146,34895,34644,34393,34142,33891,33640,33389,33138,32887,32636,32385,32134,31883,31632,31381,31130,30879,30628,30377,30126,29875,29624,29373,29122,28871,28620,28369,28118,27867,27616,27365,27114,26863,26612,26361,26110,25859,25608,25357,25106,24855,24604,24353,24102,23851,23600,23349,23098,22847,22596,22345,22094,21843,21592,21341,21090,20839,20588,20337,20086,19835,19584,19333,19082,18831,18580,18329,18078,17827,17576,17325,17074,16823,16572,16321,16070,15819,15568,15317,15066,14815,14564,14313,14062,13811,13560,13309,13058,12807,12556,12305,12054,11803,11552,11301,11050,10799,10548,10297,10046,9795,9544,9293,9042,8791,8540,8289,8038,7787,7536,7285,7034,6783,6532,6281,6030,5779,5528,5277,5026,4775,4524,4273,4022,3771,3520,3269,3018,2767,2516,2265,2014,1763,1512,1261,1010,759,508,257,6
62757,62506,62255,62004,61753,61502,61251,61000,60749,60498,60247,59996,59745,59494,59243,58992,58741,58490,58239,57988,57737,57486,57235,56984,56733,56482,56231,55980,55729,55478,55227,54976,54725,54474,54223,53972,53721,53470,53219,52968,52717,52466,52215,51964,51713,51462,51211,50960,50709,50458,50207,49956,49705,49454,49203,48952,48701,48450,48199,47948,47697,47446,47195,46944,46693,46442,46191,45940,45689,45438,45187,44936,44685,44434,44183,43932,43681,43430,43179,42928,42677,42426,42175,41924,41673,41422,41171,40920,40669,40418,40167,39916,39665,39414,39163,38912,38661,38410,38159,37908,37657,37406,37155,36904,36653,36402,36151,35900,35649,35398,35147,34896,34645,34394,34143,33892,33641,33390,33139,32888,32637,32386,32135,31884,31633,31382,31131,30880,30629,30378,30127,29876,29625,29374,29123,28872,28621,28370,28119,27868,27617,27366,27115,26864,26613,26362,26111,25860,25609,25358,25107,24856,24605,24354,24103,23852,23601,23350,23099,22848,22597,22346,22095,21844,21593,21342,21091,20840,20589,20338,20087,19836,19585,19334,19083,18832,18581,18330,18079,17828,17577,17326,17075,16824,16573,16322,16071,15820,15569,15318,15067,14816,14565,14314,14063,13812,13561,13310,13059,12808,12557,12306,12055,11804,11553,11302,11051,10800,10549,10298,10047,9796,9545,9294,9043,8792,8541,8290,8039,7788,7537,7286,7035,6784,6533,6282,6031,5780,5529,5278,5027,4776,4525,4274,4023,3772,3521,3270,3019,2768,2517,2266,2015,1764,1513,1262,1011,760,509,258,7
62758,62507,62256,62005,61754,61503,61252,61001,60750,60499,60248,59997,59746,59495,59244,58993,58742,58491,58240,57989,57738,57487,57236,56985,56734,56483,56232,55981,55730,55479,55228,54977,54726,54475,54224,53973,53722,53471,53220,52969,52718,52467,52216,51965,51714,51463,51212,50961,50710,50459,50208,49957,49706,49455,49204,48953,48702,48451,48200,47949,47698,47447,47196,46945,46694,46443,46192,45941,45690,45439,45188,44937,44686,44435,44184,43933,43682,43431,43180,42929,42678,42427,42176,41925,41674,41423,41172,40921,40670,40419,40168,39917,39666,39415,39164,38913,38662,38411,38160,37909,37658,37407,37156,36905,36654,36403,36152,35901,35650,35399,35148,34897,34646,34395,34144,33893,33642,33391,33140,32889,32638,32387,32136,31885,31634,31383,31132,30881,30630,30379,30128,29877,29626,29375,29124,28873,28622,28371,28120,27869,27618,27367,27116,26865,26614,26363,26112,25861,25610,25359,25108,24857,24606,24355,24104,23853,23602,23351,23100,22849,22598,22347,22096,21845,21594,21343,21092,20841,20590,20339,20088,19837,19586,19335,19084,18833,18582,18331,18080,17829,17578,17327,17076,16825,16574,16323,16072,15821,15570,15319,15068,14817,14566,14315,14064,13813,13562,13311,13060,12809,12558,12307,12056,11805,11554,11303,11052,10801,10550,10299,10048,9797,9546,9295,9044,8793,8542,8291,8040,7789,7538,7287,7036,6785,6534,6283,6032,5781,5530,5279,5028,4777,4526,4275,4024,3773,3522,3271,3020,2769,2518,2267,2016,1765,1514,1263,1012,761,510,259,8
62759,62508,62257,62006,61755,61504,61253,61002,60751,60500,60249,59998,59747,59496,59245,58994,58743,58492,58241,57990,57739,57488,57237,56986,56735,56484,56233,55982,55731,55480,55229,54978,54727,54476,54225,53974,53723,53472,53221,52970,52719,52468,52217,51966,51715,51464,51213,50962,50711,50460,50209,49958,49707,49456,49205,48954,48703,48452,48201,47950,47699,47448,47197,46946,46695,46444,46193,45942,45691,45440,45189,44938,44687,44436,44185,43934,43683,43432,43181,42930,42679,42428,42177,41926,41675,41424,41173,40922,40671,40420,40169,39918,39667,39416,39165,38914,38663,38412,38161,37910,37659,37408,37157,36906,36655,36404,36153,35902,35651,35400,35149,34898,34647,34396,34145,33894,33643,33392,33141,32890,32639,32388,32137,31886,31635,31384,31133,30882,30631,30380,30129,29878,29627,29376,29125,28874,28623,28372,28121,27870,27619,27368,27117,26866,26615,26364,26113,25862,25611,25360,25109,24858,24607,24356,24105,23854,23603,23352,23101,22850,22599,22348,22097,21846,21595,21344,21093,20842,20591,20340,20089,19838,19587,19336,19085,18834,18583,18332,18081,17830,17579,17328,17077,16826,16575,16324,16073,15822,15571,15320,15069,14818,14567,14316,14065,13814,13563,13312,13061,12810,12559,12308,12057,11806,11555,11304,11053,10802,10551,10300,10049,9798,9547,9296,9045,8794,8543,8292,8041,7790,7539,7288,7037,6786,6535,6284,6033,5782,5531,5280,5029,4778,4527,4276,4025,3774,3523,3272,3021,2770,2519,2268,2017,1766,1515,1264,1013,762,511,260,9
62760,62509,62258,62007,61756,61505,61254,61003,60752,60501,60250,59999,59748,59497,59246,58995,58744,58493,58242,57991,57740,57489,57238,56987,56736,56485,56234,55983,55732,55481,55230,54979,54728,54477,54226,53975,53724,53473,53222,52971,52720,52469,52218,51967,51716,51465,51214,50963,50712,50461,50210,49959,49708,49457,49206,48955,48704,48453,48202,47951,47700,47449,47198,46947,46696,46445,46194,45943,45692,45441,45190,44939,44688,44437,44186,43935,43684,43433,43182,42931,42680,42429,42178,41927,41676,41425,41174,40923,40672,40421,40170,39919,39668,39417,39166,38915,38664,38413,38162,37911,37660,37409,37158,36907,36656,36405,36154,35903,35652,35401,35150,34899,34648,34397,34146,33895,33644,33393,33142,32891,32640,32389,32138,31887,31636,31385,31134,30883,30632,30381,30130,29879,29628,29377,29126,28875,28624,28373,28122,27871,27620,27369,27118,26867,26616,26365,26114,25863,25612,25361,25110,24859,24608,24357,24106,23855,23604,23353,23102,22851,22600,22349,22098,21847,21596,21345,21094,20843,20592,20341,20090,19839,19588,19337,19086,18835,18584,18333,18082,17831,17580,17329,17078,16827,16576,16325,16074,15823,15572,15321,15070,14819,14568,14317,14066,13815,13564,13313,13062,12811,12560,12309,12058,11807,11556,11305,11054,10803,10552,10301,10050,9799,9548,9297,9046,8795,8544,8293,8042,7791,7540,7289,7038,6787,6536,6285,6034,5783,5532,5281,5030,4779,4528,4277,4026,3775,3524,3273,3022,2771,2520,2269,2018,1767,1516,1265,1014,763,512,261,10
